Date,Open,High,Low,Close,Adj Close,Volume
2020-07-29,122.980003,124.370003,122.980003,124.059998,123.857643,74900
2020-07-30,122.000000,125.050003,120.199997,124.790001,124.586456,117500
2020-07-31,123.480003,123.970001,119.190002,122.419998,122.220322,127200
2020-08-03,122.870003,124.739998,121.230003,124.379997,124.177124,63100
2020-08-04,123.559998,125.379997,121.879997,123.449997,123.248642,63600
2020-08-05,124.970001,127.879997,123.930000,127.849998,127.641464,92700
2020-08-06,127.410004,127.970001,125.279999,127.050003,126.842773,66400
2020-08-07,127.370003,134.100006,125.870003,131.850006,131.634949,109200
2020-08-10,133.479996,137.729996,133.429993,135.089996,134.869659,93200
2020-08-11,137.690002,145.550003,137.630005,143.589996,143.355789,202600
2020-08-12,145.000000,145.000000,137.289993,139.389999,139.162643,122700
2020-08-13,137.949997,141.289993,135.130005,136.110001,135.888000,56900
2020-08-14,134.550003,136.330002,134.110001,135.289993,135.069321,47500
2020-08-17,135.789993,136.770004,132.309998,132.460007,132.243958,55300
2020-08-18,132.229996,133.740005,130.320007,130.580002,130.367020,52600
2020-08-19,130.669998,132.190002,129.809998,129.990005,129.777985,49800
2020-08-20,128.149994,130.250000,127.010002,129.149994,128.939346,61800
2020-08-21,129.460007,129.779999,125.790001,127.809998,127.601532,83200
2020-08-24,128.839996,131.839996,127.589996,131.660004,131.445251,53300
2020-08-25,132.490005,133.350006,130.360001,132.690002,132.473572,86000
2020-08-26,132.589996,132.589996,129.809998,132.199997,131.984375,87100
2020-08-27,131.259995,134.020004,131.250000,133.110001,132.892883,51600
2020-08-28,134.160004,134.190002,132.080002,133.839996,133.621689,40300
2020-08-31,133.429993,134.309998,131.740005,132.039993,131.824631,97500
2020-09-01,131.300003,133.929993,130.729996,133.410004,133.192398,81200
2020-09-02,133.229996,136.350006,133.229996,134.619995,134.400421,76700
